The intensifying impacts of the Innovation Economy,By Kirstin Marr,The influence data and technology have had on the industries that leverage them is undeniable. However some insurers still believe — even in 2019 — that their industry is somehow insulated from those effects. Unfortunately those who still hold onto those beliefs will likely find themselves facing some hard truths.Technology and the innovation economy will have an increasingly significant impact on the way insurance is handled and those who embrace a data-driven future will be the ones leading the pack. In the coming year (and beyond) insurers will be pressed to answer a variety of questions unique to the digital age the most pertinent of which may be these three:• How will work be defined when the nature of employment is rapidly changing?• What’s the right way to cover people with income that comes from several sources that change on a daily basis?• How should insurance handle the shift away from traditional ownership?Technology and data will influence the way all three of these questions are answered in one way or another. By embracing each insurers can open themselves up to more innovative ways to serve and cover their customers.Insuring Modern EconomiesRecent innovations haven’t just transformed existing economies. They’ve created brand new ones all of which already affect the insurance industry in some fashion. Here are two of the biggest.Automation: The automation economy will have arguably the biggest impact on the insurance industry because its effects will be wide-ranging. A McKinsey study found that half of existing workplace responsibilities can be automated meaning that the ripple effect of automation has only just begun.Automation can also be used directly within the industry to improve administrative efficiency and overall accuracy. Amazon has already embraced machine learning using it to modernize its warehouse. And while automation can be a boost to workplace efficiency it’ll also drastically change the nature of risk in the workplace.Furthermore automation could expand the scope of auto insurance and worker’s compensation though what that ultimately looks like is unknown right now. When it comes to the automation economy nothing is free from its impact.Access: It won’t be long before the sharing and subscription services usurp traditional notions of ownership. Companies like Spotify and Netflix have already changed how we access music and movies but we’re also starting to see other attitudes about ownership change.Need proof? Just look at auto and home ownership. In auto’s case a Lyft study found that 250000 of its customers got rid of their cars in 2017 in favor of ride-share services. As for homeownership U.S. Census data reports that those numbers declined in 90 percent of U.S. cities from 2000 to 2015. Each statistic illustrates that ownership isn’t as alluring or attainable to American consumers as it once was.The access economy is also challenging the definition of work. According to Gallup 57 million Americans draw some form of income from the gig economy. The continued rise of independent contracting means how those businesses cover those employees will need to change as well.Insurers need to adapt to these changing definitions and economies or face the risk of being outpaced by the competition. The best way to do this is to embrace innovative economies to assess risk and process claims. Just as data and technology drive these new economies they will also fuel the insurance industry — and those who fail to get on board will soon find themselves left in the dust.Never miss the latest news. Follow us on LinkedIn. ,0.11694416694416696,0.500996225996226
Optimize Your Insurance Engine With A Data Consortium,By Kirstin Marr,If asked most people could probably tell you why oil is considered so valuable.Yes it plays a crucial role in nearly every part of our daily lives but it’s also kickstarted so many innovations that could never have otherwise been realized. In the digital era we live in there’s another resource whose value is similarly unquestioned: data.In the same way oil fuels our cars and homes data is the catalyst behind the next generation of innovative solutions like AI and blockchain. Consequently some industries and companies have already recognized data’s current and continuing value. Intel for example now leverages data to find new ways to grow its business in the wake of declining PC sales. However data’s worth isn’t exclusive to the tech sector. Other industries — namely insurance — also stand to benefit from the myriad innovative solutions data brings to the table.Adopting data-driven strategies has the potential to revolutionize insurance providing paths to greater operational efficiency better claims processing and more precise risk appraisal. Going forward those that can harness data’s power to fuel every aspect of business can have a leg up on their competition while those who stick to older methods will quickly find themselves on running on fumes.How Data Consortiums Can Fuel InsurersWith data’s importance to the future of insurance already well-established how can insurers effectively incorporate it into their respective workflows? Traditionally underwriting and rating decisions utilize aggregated datasets that identify trends yet don’t offer micro-level information that can support real-time decision making.Primary data sources on the other hand help paint a clearer picture of customer behavior. It’s why many companies that rely on these large datasets look for transactional and behavioral data to supplement the information they already have. Thankfully primary sources are more readily available than they used to be meaning insurers should theoretically be reaping the benefits of more granular data.However a Valen Analytics study discovered that 60 percent of insurers already deal with lengthy production backlogs and difficulty finding analytics talent proof that data offers new and unique efficiency challenges that most insurers aren’t ready to tackle. For one the sheer volume of sources makes picking the optimal repository a daunting task; additionally sifting through these numerous sources can exhaust an already overextended Analytics department.These issues — and others — cause headaches that many insurers are ill-equipped to deal with leading many to stick to the old manual way of doing things. This is where data consortiums come in to be the jolt an operation needs.Make Your Insurance Operation GoConsortiums have long existed in other industries and are gaining traction in P/C to manage and assess large pools of shared data  then offer this information to insurance companies. This takes the administrative and IT burden off insurers’ shoulders while still providing all the requisite value.Insurance companies don’t necessarily have to be data barons to reap the benefits of more accurate claims and better underwriting. To take advantage of the fuel that will drive the insurance industry in the future insurers should look into what a data consortiums could do for them.Data is the here and now for forward-thinking insurance companies. Read Valen Analytics’ 2019 Outlook Report to learn more about where this invaluable resource will take the industry in the coming year (and beyond). ,0.2194225417439703,0.47380179344465045
3 Detours Taking Your Data Strategy Off-Track,By Kirstin Marr,Data’s usefulness to the insurance business is unquestioned. But it wasn’t until the 21st century that its full potential was discovered and realized. With the right tools savvy insurers can use data and analytics to guide their strategies in order to amplify the customer experience and identify growth opportunities.While data’s value is obvious to nearly all insurers what’s less obvious is how to actually leverage the insights from their data. As Harvard economics professor Sendhil Mullainathan has said“The problem with data is that it says a lot but it also says nothing. To understand why something is happening we have to engage in both forensics and guesswork.” The presence of a data set doesn’t instantly provide insurers with a course of action to take.Data Barriers Insurers Must OvercomeToday’s sophisticated analytics can at times feel like a code that constantly needs to be cracked. To realize data’s true potential insurers need to find ways to bypass those blockages. These are three common obstacles many insurers will encounter in their mission to pull actionable insights from data:1. Lack of qualified analystsAnalytics isn’t a “set it and forget it” proposition. It requires skilled humans to contextualize information in order to properly apply it which presents a problem because the talent needed for this sort of job is in short supply.In fact a recent Valen Analytics survey concluded that 75 percent of insurers struggle to attract the talent needed to manage predictive models.The issue is that analytics and insurance experts don’t see where their specialties merge. Without qualified data analysts there to translate it’s easy for insurers to become overwhelmed by a sea of data and incapable of comprehending it.2. Trouble with legacy dataA swarm of incoming external data can be overwhelming enough but an even bigger hurdle comes when insurers try to integrate legacy information. This data on past experience is an essential part of creating a predictive model but when it comes from an array of sources it tends to bring a variety of complications.Some figures may be incomplete while others may be redundant or actively contradict one another. For smaller insurance companies sifting through this clutter of data and turning it into something useful can seem like an insurmountable task.3. Making data actionableEven the most sophisticated and accurate models can be difficult to translate into decision support in the real world. The connections between raw information and practical application are rarely obvious to the untrained eye. Data has the potential to be both a preemptive tool and a resource after the fact so it’s important to know what you want from data and how to get it.These are some of the more common challenges that prevent insurers from fully embracing analytics. But even in their absences an effective implementation requires a measured approach and a clear strategy.As the insurance industry matures its data use must also mature in order to bring more value to the customer. However antiquated systems supporting new technology leave these insurers floundering and wondering how to act next.Valen Analytics can help insurers take the next step into this brave new world without crumbling under the weight. Download our latest whitepaper to learn how your company can best conquer these data challenges head-on and build a healthy and vibrant analytics ecosystem. ,0.15046902250292077,0.4729888755312483
The Nature of Risk Is Changing: What Does That Mean for Leadership?,By Kirstin Marr,Back in 2001 famed technologist and futurist Ray Kurzweil boldly proclaimed that the human rate of progress was doubling. He added that by the time the 21st century ends the progress would feel like 20000 years’ worth of transition instead of 100.At the time Kurzweil’s statement sounded a bit dubious. But with how rapidly technology has transformed over the last two decades it now seems that the world’s ability to change quickly was drastically underestimated.The fact is that we live in an age defined by acceleration and this incredible pace of change has exceeded many industries’ capacity to handle it. Changes that once took an entire generation for people to adapt to now take 10 years. The possibilities of this rapidly changing landscape are endless and so of course is the risk that comes with it.The Far Reaches of RiskIt should come as no surprise that as technology rapidly transforms risk shifts along with it. Advancement is a double-edged sword. It can simultaneously create a greater level of safety for the status quo and change the very nature of risk forcing insurers to build new coverage solutions to address previously unforeseen concerns.For instance autonomous vehicles might be safer drivers than humans but they’re also vulnerable to cyberattacks and malware. In many cases driverless cars (and rapidly changing tech like them) blur the lines of where risk even falls. For proof just take a look at the sharing economy. It’s less than a decade old yet it’s raised major questions in terms of how coverage works. If for example you drive for Uber or Lyft is your car classified as a work vehicle or a personal one? And does the coverage shift throughout the day as drivers turn their ride-sharing service on and off? Insurance companies have to find answers for these types of problems on a daily basis.It’s an understandably complex and — for many insurance leaders — intimidating concept. However while progress may be rapid it’s not entirely unpredictable. For insurers the future has the potential to be bright for those who remain engaged with the changing landscape of risk. Here’s what those leaders can expect:1. Humans will gain a deeper understanding of risk.While technology’s race toward the future provides ample opportunity for confusion it also provides the tools to parse through that confusion and come to a better understanding of risk. Telematics machine learning data analytics and more all give insurers much greater insight into how risk touches every aspect of life.Commercial auto insurers are dipping their toes into telematics to explore how they can be applied to evaluate individual driving behaviors. Companies can examine individual driving habits to see how those routines inform the kinds of services and discounts they can offer customers. Instances like these are only going to become more common. This type of granular data sharing will have a direct impact on how coverage is constructed and provided in the future.2. The way humans and technology relate to risk will change.As automation continues to be integrated into daily life coverage will have to properly account for and balance the effect computers and humans each have on rates.Amazon has more than 100000 automated and robotic systems integrated into its operations working with human employees to maintain efficiency. The online retailer has almost certainly had to consider how to provide coverage to cover its employees while they work in tandem with heavy machinery something companies in similar situations will also have to consider.Regulation for this as you can imagine is still being crafted. Insurers will need to make sure they continue to stay up-to-date on how and when machines can take over from humans and how that will affect risk.3. Customer service will look a little different.Thanks to the Internet of Things insurers will be able to learn about incidents in real time and process claims before a policyholder even gets involved. These instantaneous notifications are clearly useful for insurance companies but used correctly they can also be a major selling point for consumers.Machine learning could have a similar impact on customer service. It can be used to pinpoint a highly customized plan for every individual without the customer having to do most of the groundwork.This age of acceleration is intimidating and it certainly shows no signs of slowing down. Leadership however should look at all this innovation as an opportunity not a threat. Insurers can leverage tech to improve the customer experience from quote to claim and as technology advances so will the tools that help insurers understand risk.There’s no denying that infrastructure demographics and risk are all changing at breakneck speeds. To keep up insurers must not just follow change — they need to grab it by its horns and embrace the new before it becomes old hat.Are you in need of more guidance on how to prepare for the changing landscape of risk? Download Valen Analytics’ “2018 Outlook Report: An Industry Divide” for insights on how to adapt your approach. ,0.14369519777608014,0.41928518377047785
Data Is Insurance’s Ultimate Equalizer,By Kirstin Marr,In Sir Arthur Conan Doyle’s novel “A Study in Scarlet” the singular Sherlock Holmes proclaimed “It is a capital mistake to theorize before one has data.” That’s not only sound advice for sleuths but it’s also wisdom that many insurers should take to heart.Data is a crucial component of the insurance business but as any underwriter will tell you it’s also wildly asymmetrical. No matter the case being handled insurers never know everything about the risk they’re writing and are often at the mercy of information that like a game of Telephone flows from the policyholder to the agent and then finally to the insurer.Even insurers that build in-house models can fall victim to the limitations of their data. That’s especially true if the insurer isn’t a massive company or is unable to leverage a consortium to flesh out a data set. A consortium — like the one we offer at Valen Analytics — provides a wealth of detailed transactional data that can fill in information gaps insurers might have and prevent them from making capital mistakes of their own.Let the Numbers Even the OddsThe potential a more robust data set has to even out the balance of power between insurers and policyholders isn’t some pie-in-the-sky theory. The success insurers have had leveraging Valen’s data consortium to support their analytics programs show that it’s an investment worth making. Here are a few reasons a program built on data with greater breadth and depth can be such an asset to an insurer:It more accurately matches risk to price. When properly built and utilized advanced data analytics help ensure that policyholders are correctly charged for the risk they present. Underwriter and agent influences combine with data science to reach a more nuanced decision.Metromile for example has instituted a pay-per-mile business model to provide customers with more affordable car insurance rates. The insurer uses data to calculate how much risk a driver poses and informs agents and underwriters. The approach not only implements transparency into pricing but it also provides a more customer-friendly insurance experience.Slice Labs used a similar concept to turn data-driven pricing into an entirely new business model. The outfit provides insurance for the Airbnb set. Hosts pay for only the length of time a guest is staying to receive coverage for things like property damage high energy costs and infestation.  It can help identify fraud.Getting rid of fraud benefits everyone but regularly auditing every single policy on the books is simply unrealistic. While there are common methods to catch major instances of premium fraud many smaller but still harmful incidents go unseen.However fraud analytics powered by a robust data set can perform checks and raise red flags much more efficiently than humans can which can have a huge impact on a company’s bottom line. Extensive data sets can also be used to improve customer experience specifically when it comes to identifying patterns of fraud and areas where fast claim processing can boost a customer’s satisfaction rating.Insurers can use the existing data collected by consortiums to pinpoint those trends and reduce the need for additional questions and scrutiny when the policyholder is already in a vulnerable position. All these data points can be used to resolve claims fraud in an efficient convenient and clear manner.  It can triage claims more quickly accurately.Data analytics can be a boon to claims adjusters ensuring they don’t overlook something important while reducing cycle times by as much as 15 percent according to a LexisNexis study. They help adjusters more effectively triage claims and use more customized experiences to significantly improve claimant outcomes and get them back to full health faster.An enhanced data science outlook can provide adjusters with a clearer picture of whether a specific claim could lead to large losses. In the long run data analytics can ultimately be a cost-saving measure that allows insurers to anticipate risk and control claim costs.Insurance has a reputation as a necessary evil. According to research by Ernst & Young 57 percent of consumers are unhappy with their insurance. People use it only during times of pain and even then are reluctant to submit a claim for fear that their rates will increase. As insurers become more data-driven increased fairness and transparency can change that perception. With data analytics insurers can become better acquainted with their customers and use that knowledge to provide high-quality relevant and cost-effective services. Capital mistakes are ill-affordable for insurers or policyholders. Let data close the book on them.If you’re interested in finding ways to use data more deliberately and effectively click on this link to see the number of solutions Valen Analytics provides.  ,0.16961784836784835,0.5574007974007973
Changing Nature of Risk: What Does It Mean for Leadership?,By Kirstin Marr,Advancement is a double-edged sword. It can simultaneously create a greater level of safety for the status quo and change the very nature of risk.﻿﻿﻿﻿﻿ View as one page ,0.35,0.4
What’s your analytics story?,By Kirstin Marr,Valen’s third annual ROI study highlights the importance of goal-driven analytics.Susan the new head of underwriting for a regional insurer was brought in to shake things up. Her new company had a mandate to grow but was suffering from high loss ratios and a team resistant to change. As the head actuary of a top-ten insurer Tom knew he had a problem. The management team was bullish on growth in workers’ compensation and they often had to contend with a known analytical competitor. Unfortunately they didn’t have the data required to build a predictive model that would enable profitable growth into new states and he couldn’t take the risk of suffering the new business penalty with high loss ratios. And finally there’s Bill. Bill had an expense problem a growing concern of many insurers and needed to focus his limited underwriting resources on policies requiring their attention. Straight-through processing driven by analytics was the only way to achieve lower costs without negatively impacting profitability.We hear these stories often. As you read the results of our third annual ROI study the most important takeaway is that starting with a specific business objective is the only way to achieve market leading results like what we’re reporting below.ROI Study ResultsValen customers are bucking the trend and continue to grab market share demonstrating the undeniable value of applied analytics. In the third year of our annual ROI study the results once again show our customers are able to outperform the market and grow at almost 3x the industry average.Here’s what we learned.Insurers with profitability issues reduced loss ratio 35 pointsand continue to beat the marketFor the subset of customers with profitability problems (primarily with a loss ratio greater than 60) the results are swift and significant. Collectively the group improved loss ratio by 21 points within the first year. It’s also worth noting that the advantage of predictive analytics did not end when the immediate danger went away. With data-driven decision-making now integrated into their underwriting workflows these same carriers continued to remain profitable. As a result this group of Valen customers outperformed the market experiencing loss ratio improvement of 32 points when compared to the rest of the industry at 17.9. That’s roughly 1.9X better.Valen customers outperform the market every year since 2012Insurers evolve their analytic capabilities to consistently beat market profitability.The second part of the analysis looked at the trends of a larger group of Valen customers those with a mixed set of goals including loss ratio improvement and growth. As the graph shows they collectively maintain a competitive edge in loss ratio every year. Even in 2017 measuring against a significant market improvement Valen customers solidly remain 4 pts ahead of the game.These insurers have improved risk selection and pricing helping them both protect their current business and win new business. This opens the door for them to undertake aggressive growth strategies and lower costs through greater efficiency all while maintaining a loss ratio advantage.Valen customers experience top-line premium growtheven when industry growth stalls.Making profitable pricing and risk selection decisions allows insurers to grab market share even when the market is flat.Finally we looked at how Valen customers’ growth compares to the market. Looking at 2017 the industry has leveled off but Valen customers continue to grow aggressively. At 53% compared to 18% Valen customers were growing at a rate 2.9x top-line market growth.This study demonstrates that whatever your goal analytics can support it. Whether the aim is to grow improve profitability protect market share or reduce expenses analytics provides a superior way to achieve it.To see our latest Infographic and learn more about this study visit our Applied Analytics Resource Center. ,0.15011228354978354,0.45372745310245305
Commercial Auto’s Wild Ride Continues,By Kirstin Marr,The speed the climb the drop and the turns…rollercoasters are an exhilarating thrill! But if the rollercoaster is commercial auto some insurers will be happy to see the end of this ride.It’s no secret the commercial auto line is still feeling the pain of increased severity and rate inadequacy. Nearly a year ago Carrier Management stressed this point citing higher litigation costs and larger loss incidents as causes for unfavorable claim trends. Despite rate increases 2016 was the worst year for underwriting performance since 2001 with combined ratios growing 1.6% to 110.4% from the previous year. A recent A.M. Best report reaffirmed this and found 2017 to be equally as difficult with rate increases of 5.4 percent 6.1 percent and 7.3 percent in the first three quarters as insurers tried to match the pace of losses. The report continues with the grim outlook “there will be more pain – owing to factors such as distracted driving and attorney involvement- before insurers realize any long-term gains from focused underwriting and pricing efforts.”While the uncertainty of the situation may be unsettling about 20% of commercial auto carriers are turning an underwriting profit on this line. What do they know that others don’t and what are they doing differently? More importantly will it remain at 20%? Or 18 months from now will we see the number of profitable insurers grow?If we take personal auto as an example there are several indicators of how this will likely play out. For the past six years profitable personal auto insurers have attributed their success to the adoption of data analytics. To beat adverse selection they have effectively leveraged data to choose the right risks for the right price. This example has also played out effectively in work comp with the top carriers vying for market share over the last 5 years.Independent rating agencies like AM Best and Fitch agree: insurers that fail to adopt the advanced analytics and enhanced data to make competitive decisions will be unable to compete. It boils down to those that have incorporated analytics and those who have not. It’s up to insurers to face uncertainty head-on and make investments in the future.Learn how one commercial auto insurer fought adverse selection and improved their loss ratio by 29 points in our case study.   ,0.10424893534649633,0.4530971738288813
It’s the Little Things: What Olympians Can Teach Executives,By Kirstin Marr,With the Olympics in full swing the Valen Analytics team enjoyed a real treat a couple weeks ago with a private tour at the USOC Training Facility in Colorado Springs from VP of U.S. Olympic and Paralympic Foundation Charlie Huebner.  Here’s a few nuggets from Olympians for #WednesdayWisdom.Charlie is the epitome of leadership – his passion is infectious. He clearly articulates the focused vision strategy and execution of the USOC. I was particularly struck by how data-driven the decisions are at USOC in terms of deciding which sports to invest in how to evaluate the potential for individual performers to win on the world stage and where to allocate limited resources. As Charlie explained the USOC’s budget is substantially less than that of other countries. The USOC has a $250M operating budget compared to the billions spent by the governments of China and Russia.While they leverage analytics to drive strategic investment decisions they don’t lack heart. Charlie remarked “We’re not managing widgets here. We’re managing the hopes and dreams of the best athletes in the world. What we decide has an enormous impact on individuals.” The average income of a U.S. Olympic athlete is just $20000 and only a small handful develop lucrative sponsorships. These athletes are definitely not in it for the money. They dedicate years of their lives to pursue their passion and achieve incredible heights.Our whole team was inspired by the visit and moved by the energy Charlie shared during our few hours with him. Reflecting on the experience I thought about how well Charlie laid out what we all read in business books on effective leadership and high performing teams. I won’t do his storytelling justice in this post but wanted to share what I took away.The Why: The USOC helps athletes prepare over 4 years for seconds of competition.The Goal: Invest in athletes and sports where we have the best chance to medal.The How: Let data and information inform your successes and failures and guide where to steer the ship. The most critical decisions are determining what to keep doing what to scrap and what will work if you try to execute another way.The Tough Reality: Sometimes U.S. athletes at the top of their game are unlikely to achieve the set goal of winning a medal and will not get the resources that others will. It could be the result of the competitive landscape and assessing that our best isn’t enough to win against athletes from other countries. It could be the unfortunate reality that other countries allow their athletes to cheat by doping in a particular sport and we can’t overcome that obstacle.Taking Risks: There are several cases where the USOC decides conditions have changed and it’s the right time to take a chance and invest in a sport where we’ve struggled. In those situations most recently with boxing and cycling the USOC is incredibly thoughtful about the dedication and investment in tools coaches and other resources that will set up our athletes for success. The new boxing facility and coaching staff led by Billy Walsh is case in point. As is an enclosed training room to help cyclists and triathletes equipped with cycles and treadmills that can change 25k feet in altitude and mimic extreme weather and humidity conditions.  The Culture: Building a team of A players requires that you compete with passion and heart. Once you seed the team with top performers you begin the journey of bringing more people of that same caliber. Charlie shared the challenge in getting professional basketball players interested in the Olympics until the 1992 Dream Team. Professional players began flocking to join the team. The Execution: At the end of the day it all comes down to execution. If Charlie said it once he said it a dozen times: “We can’t outspend so we out execute.” He showed us so many examples of the little things that add up to a world-class Olympic team that shines in every Olympic Games. They ‘out execute’ on the smallest details of designing the training facility and teaching athletes how to shop for and cook food in remote destinations around the world to chartering a plane in Sochi to avoid antics with Russian customs and sending in construction crews to Rio to improve the living conditions for athletes. Details as small and important as shipping in better mattresses are meticulously planned and executed. It’s valuable perspective to see what goes into supporting athletes living on such a humble income to give them the best chance at stretching themselves to be the best in the world. Those medal winners get to enjoy a moment of glory after years of unbelievable hard work and dedication. Taking that same focused vision passion for the work attention to detail and commitment to flawless execution is what defines the winners and losers in business too.Kirstin Marr is CMO of Valen Analytics and has a passion for building great tech companies and promoting the impact of the brightest marketing professionals. ,0.17571606541606546,0.45371563251563257
The Secret Ingredient of Highly Innovative Teams Who Change the Game,By Kirstin Marr,For a unique twist on #FunFriday during #InsuranceCareersMonth let’s go inside the cultures of successful tech companies. Because insurance organizations are in a state of flux as they evolve to become more data and analytically-driven I thought it would be helpful to expose a few trade secrets of game-changing teams.Innovators on the leading edge have some common personality characteristics. Bravado moxie and irreverence are a few words that fit the bill. Naturally everyone in business must be resilient and tough to succeed regardless of the type of company – being competitive and remaining on top is not for the faint of heart. Yet there’s something different and special about technology leaders. When I use the term ‘leaders’ in this context I don’t mean people with executive titles. I mean individuals who have the smarts the vision and the gumption to change an industry. When these individuals organize into teams they become pioneers they push each other to go rogue and defy the status quo and they are proud of it.Teams that push the envelope live the mantra work hard and play hard. Working hard and driving an industry to new heights requires brutal honesty with yourself and your colleagues. You have to trust each other and push back on one another – which usually means there’s a healthy dose of sarcasm flying around in email IMs and internal meetings. Poking fun and prodding each other definitely serves as a release valve in the pressure cooker environment of leading tech companies. Early on work-life balance is a laughable joke. A great leader I admire is Andy Zurcher who I worked with at HomeAdvisor. HomeAdvisor (previously called ServiceMagic) changed the home improvement industry by building the predominant online marketplace to connect homeowners with reputable service providers. Andy led the product team in HomeAdvisor’s formative years and he used to say “Every Friday night I go home completely drained from the week’s work. When I look back at what we had accomplished since Monday and I’m always amazed at our progress. It’s truly remarkable.”For this #FunFriday question why is the ability to banter with your colleagues a key secret ingredient to innovation in the workplace? When it’s reciprocal in a team that enjoys mutual respect it’s a sign of authentic trust. When evaluating any team I always look for signs that they have a good time with each other and don’t take themselves too seriously. In my view it’s a pivotal key to success.The play hard part of the equation is important too. Valen’s parent company Insurity just rolled out new core values – and one of them is to Celebrate Together. We fully embrace that value at Valen and just last week had a memorable outing to celebrate record-breaking sales growth in 2017. We enjoyed a real treat staying at the Broadmoor in Colorado Springs tore it up at bowling and the singing piano bar the Golden Bee. The next morning while a tad slow from the previous evening’s festivities we enjoyed an incredible private tour at the USOC Training Facility from their VP of U.S. Olympic and Paralympic Foundation Charlie Huebner. Given the Olympics just kicked off the timing and meaning of the visit was special.For next week’s #MondayMotivation I’ll share leadership insights from Charlie Huebner that will inspire you – he is remarkable. In the meantime enjoy your #FunFriday with some good-natured humor with your team members! It just might catapult your company into an industry leader.Kirstin Marr is CMO of Valen Analytics and has a passion for building great tech companies and promoting the impact of the brightest marketing professionals. ,0.11704571595875944,0.5307045611393437
